"","GRTS_ID","Species","MaxN","deployment_ID","Code","Time (HMS)","OpCode","TapeReader","Family","Genus","Has fed","Species_latin","Order","Functional_group","Simplified_functional_group","Commercial_group","ID","VIDEO_ID.x","Date","Stereo / mono","RIG","Target Habitat","Broadscale_habitat","Mixed","Main Habitat","Secondary Habitat","Relief score","Analysed","Lat","Lon","Time.IN (BST)","Time.OUT (BST)","Depth (m).x","Temp (c).x","GTRS Latitude","GTRS Longitude","Time of high tide","Height of tide","Time of low tide","Bait.x","ALT_ID.x","VIDEO_ID.y","Broadscale","Depth (m).y","Temp (c).y","GTRS Latit","GTRS Longi","Time of hi","Height of","Time of lo","Height o_1","Bait.y","ALT_ID.y","Aspect_mean","Slope_mean","Rug_mean","Rug_range","Remoteness","MCZ Status","SAC Status","Exposure","Time_settled","end","obs_time"
"642",112,"Sand_goby",30,"3048",126928,00:41:36,"BEN_3048","OE","Gobiidae","Pomatoschistus","No","Pomatoschistus minutus","Gobiiformes","Small demersals (<30 cm)","Demersal fish","Perch likes","76","BEN_3048","11/08/2022","Stereo","5","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.9089","-6.34888","17:51:00","19:04:00","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","250 MACKEREL","N","BEN_3048","Subtidal_sediments","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","NA","250 MACKEREL","N","265.5861837","0.77022006","0.893043301","1.605688721","1173","0","1","175.6","00:00:47",2024-12-04 01:00:47,2024-12-04 00:41:36
"643",112,"Small_spotted_catshark",2,"3048",105815,00:20:33,"BEN_3048","OE","Scyliorhinidae","Scyliorhinus","No","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays","76","BEN_3048","11/08/2022","Stereo","5","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.9089","-6.34888","17:51:00","19:04:00","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","250 MACKEREL","N","BEN_3048","Subtidal_sediments","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","NA","250 MACKEREL","N","265.5861837","0.77022006","0.893043301","1.605688721","1173","0","1","175.6","00:00:47",2024-12-04 01:00:47,2024-12-04 00:20:33
"644",112,"Spiny_starfish",1,"3048",123803,00:00:50,"BEN_3048","OE","Asteriidae","Marthasterias","No","Marthasterias glacialis","Forcipulatida","Other demersal invertebrates","Demersal invertebrates","Other fishes & inverts","76","BEN_3048","11/08/2022","Stereo","5","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.9089","-6.34888","17:51:00","19:04:00","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","250 MACKEREL","N","BEN_3048","Subtidal_sediments","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","NA","250 MACKEREL","N","265.5861837","0.77022006","0.893043301","1.605688721","1173","0","1","175.6","00:00:47",2024-12-04 01:00:47,2024-12-04 00:00:50
"645",112,"Velvet_swimming_crab",2,"3048",107398,00:22:04,"BEN_3048","OE","Portunidae","Necora","No","Necora puber","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","76","BEN_3048","11/08/2022","Stereo","5","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.9089","-6.34888","17:51:00","19:04:00","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","250 MACKEREL","N","BEN_3048","Subtidal_sediments","20.9","16","49.90880087","-6.349048005","17:09:00","5.6","NA","NA","250 MACKEREL","N","265.5861837","0.77022006","0.893043301","1.605688721","1173","0","1","175.6","00:00:47",2024-12-04 01:00:47,2024-12-04 00:22:04
"646",113,"Common_dragonet",1,"3084",126792,00:29:24,"BEN_3084","OE","Callionymidae","Callionymus","No","Callionymus lyra","Perciformes","Small demersals (<30 cm)","Demersal fish","Perch likes","139","BEN_3084","16/05/2023","Stereo","267","Infralittoral_rock","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.91686","-6.35457","14:12:00","15:18:00","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","250 MACKEREL","N","BEN_3084","Subtidal_sediments","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","NA","250 MACKEREL","N","177.2202044","0.453554711","0.592191232","0.928486064","1978.8","0","1","87.2","00:03:01",2024-12-04 01:03:01,2024-12-04 00:29:24
"647",113,"Edible_crab",3,"3084",107276,00:28:44,"BEN_3084","OE","Cancridae","Cancer","No","Cancer pagurus","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","139","BEN_3084","16/05/2023","Stereo","267","Infralittoral_rock","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.91686","-6.35457","14:12:00","15:18:00","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","250 MACKEREL","N","BEN_3084","Subtidal_sediments","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","NA","250 MACKEREL","N","177.2202044","0.453554711","0.592191232","0.928486064","1978.8","0","1","87.2","00:03:01",2024-12-04 01:03:01,2024-12-04 00:28:44
"648",113,"Small_spotted_catshark",2,"3084",105815,00:20:10,"BEN_3084","OE","Scyliorhinidae","Scyliorhinus","No","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays","139","BEN_3084","16/05/2023","Stereo","267","Infralittoral_rock","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.91686","-6.35457","14:12:00","15:18:00","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","250 MACKEREL","N","BEN_3084","Subtidal_sediments","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","NA","250 MACKEREL","N","177.2202044","0.453554711","0.592191232","0.928486064","1978.8","0","1","87.2","00:03:01",2024-12-04 01:03:01,2024-12-04 00:20:10
"649",113,"Spiny_spider_crab",1,"3084",107347,00:56:42,"BEN_3084","OE","Majidae","Maja","No","Maja brachydactyla","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","139","BEN_3084","16/05/2023","Stereo","267","Infralittoral_rock","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.91686","-6.35457","14:12:00","15:18:00","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","250 MACKEREL","N","BEN_3084","Subtidal_sediments","23.2","11","49.91716165","-6.354916887","15:22:00","5","NA","NA","250 MACKEREL","N","177.2202044","0.453554711","0.592191232","0.928486064","1978.8","0","1","87.2","00:03:01",2024-12-04 01:03:01,2024-12-04 00:56:42
"650",114,"Ballan_wrasse",2,"1038",126965,00:13:12,"BEN_1038","AS","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:13:12
"651",114,"Conger_eel",1,"1038",126285,00:07:25,"BEN_1038","AS","Congridae","Conger","No","Conger conger","Anguilliformes","Large demersals (>=90 cm)","Demersal fish","Other fishes & inverts","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:07:25
"652",114,"Cuckoo_wrasse",2,"1038",151501,00:00:12,"BEN_1038","AS","Labridae","Labrus","No","Labrus mixtus","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:00:12
"653",114,"Edible_crab",1,"1038",107276,00:37:30,"BEN_1038","AS","Cancridae","Cancer","No","Cancer pagurus","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:37:30
"654",114,"European_lobster",1,"1038",107253,00:11:06,"BEN_1038","AS","Nephropidae","Homarus","No","Homarus gammarus","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:11:06
"655",114,"Goldsinny_wrasse",4,"1038",126964,00:00:02,"BEN_1038","AS","Labridae","Ctenolabrus","No","Ctenolabrus rupestris","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:00:02
"656",114,"Pollack",4,"1038",126440,00:00:00,"BEN_1038","AS","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04
"657",114,"Rock_cook",1,"1038",126961,00:45:42,"BEN_1038","AS","Labridae","Centrolabrus","No","Centrolabrus exoletus","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:45:42
"658",114,"Small_spotted_catshark",1,"1038",105815,00:13:06,"BEN_1038","AS","Scyliorhinidae","Scyliorhinus","No","Scyliorhinus canicula","Carcharhiniformes","Small to medium sharks (<90 cm)","Sharks and rays","Sharks & rays","12","BEN_1038","01/06/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","3","Y","49.90768","-6.38575","11:28:00","13:20:00","23.1","12.49","49.90736987","-6.384685341","NA","1.26","12:55:00","250 MACKEREL","MSC_1038","BEN_1038","Infralittoral_rock","23.1","12.49","49.90736987","-6.384685341","NA","NA","12:55:00","1.26","250 MACKEREL","MSC_1038","144.4585508","1.876359859","2.404465632","3.249866366","2335.2","0","1","54.5","00:00:43",2024-12-04 01:00:43,2024-12-04 00:13:06
"659",115,"Ballan_wrasse",1,"3117",126965,00:03:04,"BEN_3117","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","171","BEN_3117","25/05/2023","Stereo","268","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88173","-6.37074","06:37:00","07:42:00","23.2","12.9","49.88237603","-6.367116007","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3117","Infralittoral_rock","23.2","12.9","49.88237603","-6.367116007","09:04:00","4.5","NA","NA","250 MACKEREL","N","183.1715863","4.413149473","5.307981787","13.35766041","1446","0","1","93.2","00:01:15",2024-12-04 01:01:15,2024-12-04 00:03:04
"660",115,"Pollack",3,"3117",126440,00:01:21,"BEN_3117","OE","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","171","BEN_3117","25/05/2023","Stereo","268","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88173","-6.37074","06:37:00","07:42:00","23.2","12.9","49.88237603","-6.367116007","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3117","Infralittoral_rock","23.2","12.9","49.88237603","-6.367116007","09:04:00","4.5","NA","NA","250 MACKEREL","N","183.1715863","4.413149473","5.307981787","13.35766041","1446","0","1","93.2","00:01:15",2024-12-04 01:01:15,2024-12-04 00:01:21
"661",115,"juvenile_spp",1,"3117",5,00:04:24,"BEN_3117","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","171","BEN_3117","25/05/2023","Stereo","268","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88173","-6.37074","06:37:00","07:42:00","23.2","12.9","49.88237603","-6.367116007","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3117","Infralittoral_rock","23.2","12.9","49.88237603","-6.367116007","09:04:00","4.5","NA","NA","250 MACKEREL","N","183.1715863","4.413149473","5.307981787","13.35766041","1446","0","1","93.2","00:01:15",2024-12-04 01:01:15,2024-12-04 00:04:24
"662",116,"Corkwing_wrasse",1,"3126",273571,00:08:03,"BEN_3126","OE","Labridae","Symphodus","No","Symphodus melops","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","180","BEN_3126","25/05/2023","Stereo","4","Infralittoral_rock","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.91273","-6.31568","09:45:00","10:50:00","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3126","Subtidal_seagrass","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","NA","250 MACKEREL","N","191.959397","1.471673038","1.579951097","2.046245903","69.3","0","1","102","00:03:04",2024-12-04 01:03:04,2024-12-04 00:08:03
"663",116,"Dog_whelk",2,"3126",140403,00:26:25,"BEN_3126","OE","Muricidae","Nucella","No","Nucella lapillus","Neogastropoda","Other demersal invertebrates","Demersal invertebrates","Molluscs","180","BEN_3126","25/05/2023","Stereo","4","Infralittoral_rock","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.91273","-6.31568","09:45:00","10:50:00","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3126","Subtidal_seagrass","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","NA","250 MACKEREL","N","191.959397","1.471673038","1.579951097","2.046245903","69.3","0","1","102","00:03:04",2024-12-04 01:03:04,2024-12-04 00:26:25
"664",116,"Lesser_sandeel",40,"3126",126752,00:28:54,"BEN_3126","OE","Ammodytidae","Ammodytes","No","Ammodytes tobianus","Trachiniformes","Small demersals (<30 cm)","Demersal fish","Other fishes & inverts","180","BEN_3126","25/05/2023","Stereo","4","Infralittoral_rock","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.91273","-6.31568","09:45:00","10:50:00","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3126","Subtidal_seagrass","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","NA","250 MACKEREL","N","191.959397","1.471673038","1.579951097","2.046245903","69.3","0","1","102","00:03:04",2024-12-04 01:03:04,2024-12-04 00:28:54
"665",116,"juvenile_spp",30,"3126",5,00:43:44,"BEN_3126","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","180","BEN_3126","25/05/2023","Stereo","4","Infralittoral_rock","Subtidal seagrass","N","Subtidal_seagrass","","0","Y","49.91273","-6.31568","09:45:00","10:50:00","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","250 MACKEREL","N","BEN_3126","Subtidal_seagrass","5","12.3","49.90856811","-6.317061413","09:04:00","4.5","NA","NA","250 MACKEREL","N","191.959397","1.471673038","1.579951097","2.046245903","69.3","0","1","102","00:03:04",2024-12-04 01:03:04,2024-12-04 00:43:44
"666",117,"Black_seabream",1,"2050",127066,00:47:22,"PAM_2050","OE","Sparidae","Spondyliosoma","No","Spondyliosoma cantharus","Perciformes","Medium demersals (30 - 89 cm)","Demersal fish","Perch likes","89","BEN_2050","22/08/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.95162","-6.3428","16:41:00","17:52:00","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","250 MACKEREL","PAM_2050","BEN_2050","Subtidal_sediments","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","NA","250 MACKEREL","PAM_2050","186.6071409","1.493290141","1.72002751","4.514741033","143.9","0","1","96.6","00:01:28",2024-12-04 01:01:28,2024-12-04 00:47:22
"667",117,"Pollack",1,"2050",126440,00:05:25,"PAM_2050","OE","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","89","BEN_2050","22/08/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.95162","-6.3428","16:41:00","17:52:00","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","250 MACKEREL","PAM_2050","BEN_2050","Subtidal_sediments","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","NA","250 MACKEREL","PAM_2050","186.6071409","1.493290141","1.72002751","4.514741033","143.9","0","1","96.6","00:01:28",2024-12-04 01:01:28,2024-12-04 00:05:25
"668",117,"Shore_crab",10,"2050",107381,00:18:42,"PAM_2050","OE","Carcinidae","Carcinus","No","Carcinus maenas","Decapoda","Lobsters, crabs","Crustaceans","Crustaceans","89","BEN_2050","22/08/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.95162","-6.3428","16:41:00","17:52:00","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","250 MACKEREL","PAM_2050","BEN_2050","Subtidal_sediments","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","NA","250 MACKEREL","PAM_2050","186.6071409","1.493290141","1.72002751","4.514741033","143.9","0","1","96.6","00:01:28",2024-12-04 01:01:28,2024-12-04 00:18:42
"669",117,"juvenile_spp",30,"2050",5,00:42:05,"PAM_2050","OE","Other","juvenile_spp","No","NA","NA","NA","NA","NA","89","BEN_2050","22/08/2022","Mono","Mono","Subtidal_sediments","Subtidal sediments","N","Subtidal_sediments","","0","Y","49.95162","-6.3428","16:41:00","17:52:00","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","250 MACKEREL","PAM_2050","BEN_2050","Subtidal_sediments","3.5","16.52","49.95189","-6.34234","14:23:00","4.2","NA","NA","250 MACKEREL","PAM_2050","186.6071409","1.493290141","1.72002751","4.514741033","143.9","0","1","96.6","00:01:28",2024-12-04 01:01:28,2024-12-04 00:42:05
"670",118,"Ballan_wrasse",2,"1021",126965,00:00:12,"BEN_1021","AS","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","7","BEN_1021","25/05/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.917548","-6.319478","13:07:00","14:12:00","3.9","14.3","49.91706362","-6.325483258","14:13:00","4.61","NA","250 MACKEREL","MSC_1021","BEN_1021","Infralittoral_rock","3.9","14.3","49.91706362","-6.325483258","14:13:00","4.61","NA","NA","250 MACKEREL","MSC_1021","187.0055851","2.957498872","3.303157935","5.204967141","76.5","0","1","97","00:02:08",2024-12-04 01:02:08,2024-12-04 00:00:12
"671",118,"Two_spotted_goby",4,"1021",126898,00:13:11,"BEN_1021","AS","Gobiidae","Gobiusculus","No","Gobiusculus flavescens","Gobiiformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","7","BEN_1021","25/05/2022","Mono","Mono","Infralittoral_rock","Infralittoral rock","N","Kelp","","1","Y","49.917548","-6.319478","13:07:00","14:12:00","3.9","14.3","49.91706362","-6.325483258","14:13:00","4.61","NA","250 MACKEREL","MSC_1021","BEN_1021","Infralittoral_rock","3.9","14.3","49.91706362","-6.325483258","14:13:00","4.61","NA","NA","250 MACKEREL","MSC_1021","187.0055851","2.957498872","3.303157935","5.204967141","76.5","0","1","97","00:02:08",2024-12-04 01:02:08,2024-12-04 00:13:11
"672",119,"Ballan_wrasse",1,"3040",126965,00:05:29,"BEN_3040","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","69","BEN_3040","10/08/2022","Stereo","3","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88268","-6.41836","17:44:00","17:54:00","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","250 MACKEREL","N","BEN_3040","Infralittoral_rock","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","NA","250 MACKEREL","N","197.7196355","5.160502585","6.355735736","9.969654441","4708.1","0","1","107.7","00:04:50",2024-12-04 01:04:50,2024-12-04 00:05:29
"673",119,"Nursehound",1,"3040",105814,00:17:45,"BEN_3040","OE","Scyliorhinidae","Scyliorhinus","No","Scyliorhinus stellaris","Carcharhiniformes","Large sharks (>= 90 cm)","Sharks and rays","Sharks & rays","69","BEN_3040","10/08/2022","Stereo","3","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88268","-6.41836","17:44:00","17:54:00","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","250 MACKEREL","N","BEN_3040","Infralittoral_rock","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","NA","250 MACKEREL","N","197.7196355","5.160502585","6.355735736","9.969654441","4708.1","0","1","107.7","00:04:50",2024-12-04 01:04:50,2024-12-04 00:17:45
"674",119,"Pollack",1,"3040",126440,00:06:25,"BEN_3040","OE","Gadidae","Pollachius","No","Pollachius pollachius","Gadiformes","Large benthopelagics (>=90 cm)","Benthopelagic fish","Cod likes","69","BEN_3040","10/08/2022","Stereo","3","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88268","-6.41836","17:44:00","17:54:00","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","250 MACKEREL","N","BEN_3040","Infralittoral_rock","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","NA","250 MACKEREL","N","197.7196355","5.160502585","6.355735736","9.969654441","4708.1","0","1","107.7","00:04:50",2024-12-04 01:04:50,2024-12-04 00:06:25
"675",119,"Rock_cook",1,"3040",126961,00:20:13,"BEN_3040","OE","Labridae","Centrolabrus","No","Centrolabrus exoletus","Labriformes","Small reef assoc. fish (<30 cm)","Reef associated fish","Perch likes","69","BEN_3040","10/08/2022","Stereo","3","Infralittoral_rock","Infralittoral rock","N","Kelp","","2","Y","49.88268","-6.41836","17:44:00","17:54:00","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","250 MACKEREL","N","BEN_3040","Infralittoral_rock","17.4","16.02","49.88329291","-6.41831774","16:16:00","5.2","NA","NA","250 MACKEREL","N","197.7196355","5.160502585","6.355735736","9.969654441","4708.1","0","1","107.7","00:04:50",2024-12-04 01:04:50,2024-12-04 00:20:13
"676",120,"Ballan_wrasse",2,"3144",126965,00:02:24,"BEN_3144","OE","Labridae","Labrus","No","Labrus bergylta","Labriformes","Medium reef assoc. fish (30 - 89 cm)","Reef associated fish","Perch likes","198","BEN_3144","11/06/2023","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","4","Y","49.86748","-6.38534","11:31:00","12:36:00","25.9","13.6","49.86735169","-6.38619929","11:39:00","4.5","NA","250 MACKEREL","N","BEN_3144","Infralittoral_rock","25.9","13.6","49.86735169","-6.38619929","11:39:00","4.5","NA","NA","250 MACKEREL","N","107.7201441","10.09984227","11.75335257","22.24880648","3250.6","1","1","17.7","00:01:56",2024-12-04 01:01:56,2024-12-04 00:02:24
"677",120,"Common_urchin",2,"3144",135302,00:03:19,"BEN_3144","OE","Echinidae","Echinus","No","Cyanea lamarckii","Semaeostomeae","Cnidaria","","","198","BEN_3144","11/06/2023","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","4","Y","49.86748","-6.38534","11:31:00","12:36:00","25.9","13.6","49.86735169","-6.38619929","11:39:00","4.5","NA","250 MACKEREL","N","BEN_3144","Infralittoral_rock","25.9","13.6","49.86735169","-6.38619929","11:39:00","4.5","NA","NA","250 MACKEREL","N","107.7201441","10.09984227","11.75335257","22.24880648","3250.6","1","1","17.7","00:01:56",2024-12-04 01:01:56,2024-12-04 00:03:19
"678",120,"Conger_eel",1,"3144",126285,00:43:40,"BEN_3144","OE","Congridae","Conger","No","Conger conger","Anguilliformes","Large demersals (>=90 cm)","Demersal fish","Other fishes & inverts","198","BEN_3144","11/06/2023","Stereo","4","Infralittoral_rock","Infralittoral rock","N","Infralittoral_rock","","4","Y","49.86748","-6.38534","11:31:00","12:36:00","25.9","13.6","49.86735169","-6.38619929","11:39:00","4.5","NA","250 MACKEREL","N","BEN_3144","Infralittoral_rock","25.9","13.6","49.86735169","-6.38619929","11:39:00","4.5","NA","NA","250 MACKEREL","N","107.7201441","10.09984227","11.75335257","22.24880648","3250.6","1","1","17.7","00:01:56",2024-12-04 01:01:56,2024-12-04 00:43:40
